No Cámara,No Senado,Nombre proyecto,Tipo de ley,Autores,Estado,Comisión,Origen,Legislatura,Título,Autor,No de proyecto,Fecha de radicación,Tipo,Contenido,Objeto de proyecto,Observaciones,Fecha radicación Cámara,Fecha radicación Senado,url
338/2023C,,MODIFICACIÓN ICA,Ley Ordinaria,['Enrique Cabrales Baquero'],Retirado,Comisión Tercera o de Hacienda y Crédito Público,Cámara,2023 - 2024,Por medio del cual se modifica el impuesto nacional de Industria y Comercio y se dictan otras disposiciones,['Enrique Cabrales Baquero'],Cámara 338 2023C Senado,Cámara 2023 12 12 Senado,Ley Ordinaria,Gaceta N 1823 de 2023,La presente ley tiene por objeto modificar el impuesto nacional de Industria y Comercio contenido en el capítulo II de la Ley 14 de 1983 y dictar otras disposiciones sobre la materia Observaciones RETIRADO ART 155 LEY 5ta DE 1992 Primer debate cámara PONENTES Coordinador es H R Christian Munir Garcés Aljure H R Christian Munir Garcés Aljure H R Lina María Garrido Martín Publicaciones C3 CARTA DE RETIRO POR EL AUTOR DEL PL 338 DE 2023 CÁMARA,RETIRADO ART 155 LEY 5ta DE 1992 Primer debate cámara PONENTES Coordinador es H R Christian Munir Garcés Aljure H R Christian Munir Garcés Aljure H R Lina María Garrido Martín Publicaciones C3 CARTA DE RETIRO POR EL AUTOR DEL PL 338 DE 2023 CÁMARA,2023 12 12,,https://www.camara.gov.co/modificacion-ica
337/2023C,,ELIMINACIÓN IMPUESTOS SALUDABLES,Ley Ordinaria,['Enrique Cabrales Baquero'],Archivado,Comisión Tercera o de Hacienda y Crédito Público,Cámara,2023 - 2024,Por medio del cual se eliminan los impuestos saludables y se dictan otras disposiciones,['Enrique Cabrales Baquero'],Cámara 337 2023C Senado,Cámara 2023 12 12 Senado,Ley Ordinaria,Gaceta N 1822 de 2023,La presente ley tiene por objeto derogar los impuestos saludables contenidos en el título V de la Ley 2277 de 2022 Observaciones ARCHIVADO ART 157 LEY 5ta DE 1992 Primer debate cámara PONENTES Coordinador es H R Etna Tamara Argote Calderón H R Etna Tamara Argote Calderón H R Luvi Katherine Miranda Peña H R Olmes de Jesús Echeverría de la Rosa Publicaciones C3 COMENTARIOS DEL MINISTERIO DE HACIENDA AL PL 337 DE 2023 CÁMARA C3 Concepto del Global Center for Legal Innovation on Food Environments al Proyecto de Ley 337 Ponencia Primer Debate Negativa Gaceta N 240 de 2024 Documento Ponencia Primer Debate Gaceta N 258 de 2024 Documento C3 Comentarios al PL 337 de 2023 Cámara Red Papaz,ARCHIVADO ART 157 LEY 5ta DE 1992 Primer debate cámara PONENTES Coordinador es H R Etna Tamara Argote Calderón H R Etna Tamara Argote Calderón H R Luvi Katherine Miranda Peña H R Olmes de Jesús Echeverría de la Rosa Publicaciones C3 COMENTARIOS DEL MINISTERIO DE HACIENDA AL PL 337 DE 2023 CÁMARA C3 Concepto del Global Center for Legal Innovation on Food Environments al Proyecto de Ley 337 Ponencia Primer Debate Negativa Gaceta N 240 de 2024 Documento Ponencia Primer Debate Gaceta N 258 de 2024 Documento C3 Comentarios al PL 337 de 2023 Cámara Red Papaz,2023 12 12,,https://www.camara.gov.co/eliminacion-impuestos-saludables
336/2023C,,FUENTE DE FINANCIACIÓN FEPC,Ley Ordinaria,['Enrique Cabrales Baquero'],Trámite en Comisión,Comisión Tercera o de Hacienda y Crédito Público,Cámara,2023 - 2024,Por medio de la cual se adiciona una fuente de financiación al Fondo de Estabilización de Precios de los Combustibles FEPC y se dictan otras disposiciones,['Enrique Cabrales Baquero'],Cámara 336 2023C Senado,Cámara 2023 12 12 Senado,Ley Ordinaria,Gaceta N 1822 de 2023,La presente ley tiene por objeto adicionar una fuente de financiación al Fondo de Estabilización de Precios de los Combustibles FEPC así como la creación de una Subcomisión de Expertos que estudie y modifique la fórmula de fijación de precios de los combustibles Observaciones Primer debate cámara PONENTES Coordinador es H R Lina María Garrido Martín H R Lina María Garrido Martín H R Bayardo Gilberto Betancourt Pérez H R Óscar Darío Pérez Pineda Publicaciones Ponencia Primer Debate Gaceta N 332 de 2024 Ponencia Primer Debate C3 PONENCIA PRIMER DEBATE PL 336 DE 2023 CÁMARA,Primer debate cámara PONENTES Coordinador es H R Lina María Garrido Martín H R Lina María Garrido Martín H R Bayardo Gilberto Betancourt Pérez H R Óscar Darío Pérez Pineda Publicaciones Ponencia Primer Debate Gaceta N 332 de 2024 Ponencia Primer Debate C3 PONENCIA PRIMER DEBATE PL 336 DE 2023 CÁMARA,2023 12 12,,https://www.camara.gov.co/fuente-de-financiacion-fepc
335/2023C,,SEMANA SANTA EN MOMPOX,Ley Ordinaria,['Enrique Cabrales Baquero'],Archivado,Comisión Sexta o de Transportes y Comunicaciones,Cámara,2023 - 2024,Por medio de la cual se declara patrimonio cultural inmaterial de la nación la Semana Santa en el Distrito de Santa Cruz de Mompox Departamento de Bolívar y se dictan otras disposiciones,['Enrique Cabrales Baquero'],Cámara 335 2023C Senado,Cámara 2023 12 12 Senado,Ley Ordinaria,Gaceta N 1822 de 2023,El proyecto de ley tiene por objeto declarar patrimonio cultural inmaterial de la nación a la Semana Santa en el Distrito de Santa Cruz de Mompox Departamento de Bolívar Así mismo reconcer a los creadores impulsadores gestores promotores y desarrolladores de las distintas actividades culturales y tradicionales de la Semana Santa todos aquellos estímulos que trae consigo el artículo 18 de la Ley 397 de 1997 Observaciones ARCHIVADO ART 157 LEY 5ta DE 1992 Primer debate cámara PONENTES Coordinador es H R Eduard Alexis Triana Rincón Publicaciones Ponencia Primer Debate Gaceta N 242 de 2024,ARCHIVADO ART 157 LEY 5ta DE 1992 Primer debate cámara PONENTES Coordinador es H R Eduard Alexis Triana Rincón Publicaciones Ponencia Primer Debate Gaceta N 242 de 2024,2023 12 12,,https://www.camara.gov.co/semana-santa-en-mompox
334/2023C,,FONDO DE MITIGACIÓN CONTRA LA VIOLENCIA SEXUAL,Ley Ordinaria,['Enrique Cabrales Baquero'],Trámite en Comisión,Comisión Primera Constitucional Permanente,Cámara,2023 - 2024,Por medio de la cual se crea el Fondo de Mitigación de la Trata el Tráfico y la Violencia Sexual en Niños Niñas y Adolescentes en el Distrito Turístico y Cultural de Cartagena de Indias y se dictan otras disposiciones CARTAGENA PROTEGIDA,['Enrique Cabrales Baquero'],Cámara 334 2023C Senado,Cámara 2023 12 12 Senado,Ley Ordinaria,Gaceta N 1822 de 2023,La presente ley tiene objeto crear el Fondo de Mitigación de la Trata el Tráfico y la Violencia Sexual en Niños Niñas y Adolescentes en el Distrito Turístico y Cultural de Cartagena de Indias y dictar medidas para contrarrestar la trata el tráfico y la violencia sexual en niños niñas y adolescentes en la ciudad de Cartagena de Indias D T y C Observaciones Primer debate cámara PONENTES Coordinador es H R Hernán Darío Cadavid Márquez Publicaciones Ponencia Primer Debate Gaceta N 423 de 2024 Documento Comentarios Asociación de Transporte Aéreo Internacional IATA Documento,Primer debate cámara PONENTES Coordinador es H R Hernán Darío Cadavid Márquez Publicaciones Ponencia Primer Debate Gaceta N 423 de 2024 Documento Comentarios Asociación de Transporte Aéreo Internacional IATA Documento,2023 12 12,,https://www.camara.gov.co/fondo-de-mitigacion-contra-la-violencia-sexual
333/2023C,,CIUDADES VERDES,Ley Ordinaria,"['Daniel Carvalho Mejía', ' Julia Miranda Londoño', ' Alejandro García Ríos', ' Juan Carlos Lozada Vargas', ' Juan Sebastián Gómez Gonzáles', ' Cristian Danilo Avendaño Fino', ' Carolina Giraldo Botero', ' Eduard Giovanny Sarmiento Hidalgo', ' Luis Carlos Ochoa Tobón', ' Luvi Katherine Miranda Peña', ' Juan Fernando Espinal Ramírez', ' Juan Diego Muñoz Cabrera', ' Elizabeth Jay-Pang Díaz', ' Yulieth Andrea Sánchez Carreño', ' Etna Tamara Argote Calderón', ' Hernán Darío Cadavid MárquezAngélica lisbeth lozano correa', ' Martha Isabel Peralta Epieyu', ' Edwing Fabián Díaz Plata', ' Humberto de la calle Lombana']",Trámite en Comisión,Comisión Quinta Constitucional Permanente,Cámara,2023 - 2024,por medio del cual se fortalece la gestión del riesgo y la adaptación al cambio climático en Colombia a través de las ciudades verdes y biodiversas,"['Angélica lisbeth lozano correa', 'Martha Isabel Peralta Epieyu', 'Edwing Fabián Díaz Plata', 'Humberto de la calle Lombana', 'Daniel Carvalho Mejía', 'Julia Miranda Londoño', 'Alejandro García Ríos', 'Juan Carlos Lozada Vargas', 'Juan Sebastián Gómez Gonzáles', 'Cristian Danilo Avendaño Fino', 'Carolina Giraldo Botero', 'Eduard Giovanny Sarmiento Hidalgo', 'Luis Carlos Ochoa Tobón', 'Luvi Katherine Miranda Peña', 'Juan Fernando Espinal Ramírez', 'Juan Diego Muñoz Cabrera', 'Elizabeth Jay Pang Díaz', 'Yulieth Andrea Sánchez Carreño', 'Etna Tamara Argote Calderón', 'Hernán Darío Cadavid Márquez']",Cámara 333 2023C Senado,Cámara 2023 12 06 Senado,Ley Ordinaria,Gaceta N 117 de 2024,fortalecer la gestión del riesgo y la adaptación al cambio climático en Colombia aumentando significativamente la superficie calidad y conectividad de los espacios verdes y azules en zonas urbanas de expansión urbana periurbanas y densamente pobladas de los distritos municipios de mas de 100000 habitantes y areas metropolitanas de manera sostenible integrando la biodiversidad e implementando las soluciones basadas en la naturaleza Observaciones Primer debate cámara PONENTES Coordinador es Publicaciones Ponencia Primer Debate Positiva Gaceta N 551 de 2024,Primer debate cámara PONENTES Coordinador es Publicaciones Ponencia Primer Debate Positiva Gaceta N 551 de 2024,2023 12 06,,https://www.camara.gov.co/ciudades-verdes
332/2023C,,MECANISMOS RIESGOS LABORALES,Ley Ordinaria,"['Olga Lucia Velásquez Nieto', ' María del Mar Pizarro García', ' Elkin Rodolfo Ospina Ospina', ' Duvalier Sánchez Arango']",Trámite en Comisión,Comisión Séptima Constitucional Permanente,Cámara,2023 - 2024,Por medio del cual se establecen los mecanismos que propenden por el óptimo uso de los recursos del sistema general de riesgos laborales,"['Olga Lucia Velásquez Nieto', 'María del Mar Pizarro García', 'Elkin Rodolfo Ospina Ospina', 'Duvalier Sánchez Arango']",Cámara 332 2023C Senado,Cámara 2023 12 06 Senado,Ley Ordinaria,Gaceta N 1826 de 2023,La presente ley tiene como objeto establecer la forma como se fortalecerán los procesos de vigilancia control y optimización de los recursos del Sistema General de Riesgos Laborales por lo cual es un deber de todos sus actores propender armónicamente por garantizar el debido uso de los mismos con el fin de lograr contribuir al desarrollo de la seguridad y salud en el trabajo de la fuerza productiva del país Observaciones Primer debate cámara PONENTES Coordinador es Publicaciones Mintrabajo Gaceta N 314 de 2024 PONENTES Coordinador es H R Martha Lisbeth Alfonso Jurado H R Héctor David Chaparro Chaparro H R Jairo Humberto Cristo Correa H R Andrés Eduardo Forero Molina H R Gerardo Yepes Caro H R Camilo Esteban Ávila Morales H R Juan Carlos Vargas Soler Publicaciones Ponencia Primer Debate Documento,Primer debate cámara PONENTES Coordinador es Publicaciones Mintrabajo Gaceta N 314 de 2024 PONENTES Coordinador es H R Martha Lisbeth Alfonso Jurado H R Héctor David Chaparro Chaparro H R Jairo Humberto Cristo Correa H R Andrés Eduardo Forero Molina H R Gerardo Yepes Caro H R Camilo Esteban Ávila Morales H R Juan Carlos Vargas Soler Publicaciones Ponencia Primer Debate Documento,2023 12 06,,https://www.camara.gov.co/mecanismos-riesgos-laborales
331/2023C,115/2023S,SEGURIDAD SOCIAL JAC,Ley Ordinaria,"['Irma Luz Herrera RodríguezAna Paola Agudelo García', ' Manuel Antonio Virgüez Piraquive', ' Carlos Eduardo Guevara villabón']",Trámite en Comisión,Comisión Séptima Constitucional Permanente,Senado,2023 - 2024,POR MEDIO DE LA CUAL SE GARANTIZA EL ACCESO AL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD PARA LOS DIRECTIVOS Y DIGNATARIOS DE LAS JUNTAS DE ACCIÓN COMUNAL A LOS QUE SE REFIERE EL ARTÍCULO 39 DE LA LEY 2166 DE 2021 Y SE DISPONEN OTROS BENEFICIOS,"['Ana Paola Agudelo García', 'Manuel Antonio Virgüez Piraquive', 'Carlos Eduardo Guevara villabón', 'Irma Luz Herrera Rodríguez']",Cámara 331 2023C Senado 115 2023S,Cámara 2023 12 05 Senado 2023 08 23,Ley Ordinaria,Gaceta N 1146 de 2023,Observaciones Primer debate cámara PONENTES Coordinador es Publicaciones Mintrabajo Gaceta N 291 de 2024 PONENTES Coordinador es H R Germán Rogelio Rozo Anís H R Víctor Manuel Salcedo Guerrero H R Juan Felipe Corzo Álvarez H R Jorge Alexander Quevedo Herrera H R Juan Camilo Londoño Barrera H R Betsy Judith Pérez Arango H R Germán José Gómez López H R Agmeth José Escaf Tijerino Publicaciones Ponencia Primer Debate Positiva Gaceta N 551 de 2024 Documento,Primer debate cámara PONENTES Coordinador es Publicaciones Mintrabajo Gaceta N 291 de 2024 PONENTES Coordinador es H R Germán Rogelio Rozo Anís H R Víctor Manuel Salcedo Guerrero H R Juan Felipe Corzo Álvarez H R Jorge Alexander Quevedo Herrera H R Juan Camilo Londoño Barrera H R Betsy Judith Pérez Arango H R Germán José Gómez López H R Agmeth José Escaf Tijerino Publicaciones Ponencia Primer Debate Positiva Gaceta N 551 de 2024 Documento,2023 12 05,2023 08 23,https://www.camara.gov.co/seguridad-social-jac
330/2023C,213/2022S,AEROCIVIL YOPAL,Ley Ordinaria,['Josué Alirio Barrera Rodríguez'],Trámite en Plenaria,Comisión Sexta o de Transportes y Comunicaciones,Senado,2023 - 2024,POR MEDIO DE LA CUAL SE ESTABLECE QUE LA REGIONAL DE LA AEROCIVIL CON JURISDICCIÓN ADMINISTRATIVA DE LOS AEROPUERTOS DE LA REGIÓN ADMINISTRATIVA Y DE PLANIFICACIÓN DE LOS LLANOS SE ESTABLEZCA EN LA CIUDAD DE YOPAL CASANARE Y SE DICTAN OTRAS DISPOSICIONES SOBRE EL AEROPUERTO EL YOPAL EYP TAMBIÉN DENOMINADO AEROPUERTO EL ALCARAVAN,['Josué Alirio Barrera Rodríguez'],Cámara 330 2023C Senado 213 2022S,Cámara 2023 12 05 Senado 2022 10 05,Ley Ordinaria,Gaceta N 1234 de 2022,Observaciones Primer debate cámara PONENTES Coordinador es H R Eduard Alexis Triana Rincón Publicaciones Ponencia Primer Debate Gaceta N 288 de 2024,Primer debate cámara PONENTES Coordinador es H R Eduard Alexis Triana Rincón Publicaciones Ponencia Primer Debate Gaceta N 288 de 2024,2023 12 05,2022 10 05,https://www.camara.gov.co/aerocivil-yopal
329/2023C,099/2022S,ZOOLOGICOS,Ley Ordinaria,"['Santiago Osorio Marín', ' Elkin Rodolfo Ospina Ospina', ' Jaime Raúl Salamanca Torres', ' Juan Camilo Londoño Barrera', ' Juan Sebastián Gómez Gonzáles', ' Cristian Danilo Avendaño Fino', ' Luvi Katherine Miranda Peña', ' Daniel Carvalho MejíaAndrea Padilla Villarraga', ' María José Pizarro Rodríguez', ' Guido Echeverri Piedrahita', ' Edwing Fabián Díaz Plata', ' Iván Leonidas Name Vásquez', ' Alexánder López Maya']",Trámite en Comisión,Comisión Quinta Constitucional Permanente,Senado,2023 - 2024,POR LA CUAL SE LES ORDENA A LOS ZOOLÓGICOS ACUARIOS AVIARIOS BIOPARQUES Y ESTABLECIMIENTOS SIMILARES EL CUMPLIMIENTO DE ALTOS ESTÁNDARES DE BIENESTAR ANIMAL Y SE DICTAN OTRAS DISPOSICIONES,"['Andrea Padilla Villarraga', 'María José Pizarro Rodríguez', 'Guido Echeverri Piedrahita', 'Edwing Fabián Díaz Plata', 'Iván Leonidas Name Vásquez', 'Alexánder López Maya', 'Santiago Osorio Marín', 'Elkin Rodolfo Ospina Ospina', 'Jaime Raúl Salamanca Torres', 'Juan Camilo Londoño Barrera', 'Juan Sebastián Gómez Gonzáles', 'Cristian Danilo Avendaño Fino', 'Luvi Katherine Miranda Peña', 'Daniel Carvalho Mejía']",Cámara 329 2023C Senado 099 2022S,Cámara 2023 12 05 Senado 2022 08 04,Ley Ordinaria,,La presente ley tiene por objeto ordenar la conversión y transición de los zoológicos acuarios aviarios bioparques y demás establecimientos que alberguen animales de fauna silvestre hacia el modelo de Refugio de fauna con el fin de priorizar y garantizar su bienestar integral Observaciones,,2023 12 05,2022 08 04,https://www.camara.gov.co/zoologicos-0
328/2023C,,DEBATES PRESIDENCIALES,Ley Estatutaria,['David Ricardo Racero Mayorca'],Trámite en Comisión,Comisión Primera Constitucional Permanente,Cámara,2023 - 2024,Por medio del cual se modifica la Ley 996 de 2005 se crea la obligación a los candidatos presidenciales de asistir a debates públicos para presentar a la ciudadanía su programa de gobierno y se dictan otras disposiciones,['David Ricardo Racero Mayorca'],Cámara 328 2023C Senado,Cámara 2023 12 05 Senado,Ley Estatutaria,Gaceta N 1826 de 2023,La presente ley tiene por objeto establecer la obligatoriedad para los candidatos a la Presidencia de la República de participar en debates públicos durante el periodo de campana con la finalidad de dar a conocer y debatir ante el electorado los programas de gobierno radicados ante la organización electoral o quien haga sus veces Observaciones Primer debate cámara PONENTES Coordinador es H R David Ricardo Racero Mayorca Publicaciones Ponencia Primer Debate Gaceta N 363 de 2024 Documento,Primer debate cámara PONENTES Coordinador es H R David Ricardo Racero Mayorca Publicaciones Ponencia Primer Debate Gaceta N 363 de 2024 Documento,2023 12 05,,https://www.camara.gov.co/debates-presidenciales-0
327/2023C,,PROTECCIÓN Y BIENESTAR ANIMAL,Ley Ordinaria,['Erick Adrián Velasco BurbanoAndrea Padilla Villarraga'],Trámite en Comisión,Comisión Quinta Constitucional Permanente,Cámara,2023 - 2024,Por la cual se establecen mecanismos de prevención y atención en casos de hurto maltrato tráfico y abandono de animales domésticos de compañía en el contexto migratorio y se dictan otras disposiciones,"['Andrea Padilla Villarraga', 'Erick Adrián Velasco Burbano']",Cámara 327 2023C Senado,Cámara 2023 12 04 Senado,Ley Ordinaria,Gaceta N 1826 de 2023,La presente ley tiene por objeto regular y establecer mecanismos de prevención y atención en casos de hurto maltrato tráfico y abandono de animales domésticos de compañía con el fin de garantizar su bienestar y protección en el contexto de situaciones migratorias entre Colombia y los países donde comparte fronteras terrestres Adicionalmente se busca fortalecer los mecanismos ya existentes en materia de protección y bienestar animal Observaciones,,2023 12 04,,https://www.camara.gov.co/proteccion-y-bienestar-animal
326/2023C,198/2023S,ARBITRAJE,Ley Ordinaria,"['Ministro de Hacienda y Crédito Público - Ricardo Bonilla González', ' Ministro de Justicia y del Derecho - Nestor Ivan Osuna Patiño']",Trámite en Comisión,Comisión Primera Constitucional Permanente,Senado,2023 - 2024,POR LA CUAL SE MODIFICAN ALGUNOS ARTÍCULOS DE LA LEY 1563 DE 2012 Y SE DICTAN OTRAS DISPOSICIONES,"['Ministro de Hacienda y Crédito Público Ricardo Bonilla González', 'Ministro de Justicia y del Derecho Nestor Ivan Osuna Patiño']",Cámara 326 2023C Senado 198 2023S,Cámara 2023 11 30 Senado 2023 11 22,Ley Ordinaria,Gaceta N 1635 de 2023,Establecer el arbitraje como mecanismo alternativo de solución de conflictos en materia tributaria aduanera o cambiaría y dictar otras disposiciones concordantes contribuyendo a la economía celeridad y eficacia en las actuaciones de la DIAN y la administración de justicia Observaciones MENSAJE DE URGENCIA Primer debate cámara PONENTES Coordinador es H R Alirio Uribe Muñoz H R Carlos Felipe Quintero Ovalle H R Juan Carlos Wills Ospina H R Hernán Darío Cadavid Márquez H R Oscar Rodrigo Campo Hurtado H R Astrid Sánchez Montes De Oca H R Juan Sebastián Gómez Gonzáles H R Diógenes Quintero Amaya H R Marelen Castillo Torres H R Luis Alberto Albán Urbano Publicaciones Ponencia Primer Debate Gaceta N 1762 de 2023 Documento Ponencia Primer Debate H R Hernán Darío Cadavid Márquez Gaceta N 1773 de 2023 Documento Ponencia Primer Debate Gaceta N 1783 de 2023 Primer debate senado PONENTES Coordinador es H S Clara Eugenia López Obregón Publicaciones Ponencia Primer Debate Gaceta N 1762 de 2023,MENSAJE DE URGENCIA Primer debate cámara PONENTES Coordinador es H R Alirio Uribe Muñoz H R Carlos Felipe Quintero Ovalle H R Juan Carlos Wills Ospina H R Hernán Darío Cadavid Márquez H R Oscar Rodrigo Campo Hurtado H R Astrid Sánchez Montes De Oca H R Juan Sebastián Gómez Gonzáles H R Diógenes Quintero Amaya H R Marelen Castillo Torres H R Luis Alberto Albán Urbano Publicaciones Ponencia Primer Debate Gaceta N 1762 de 2023 Documento Ponencia Primer Debate H R Hernán Darío Cadavid Márquez Gaceta N 1773 de 2023 Documento Ponencia Primer Debate Gaceta N 1783 de 2023 Primer debate senado PONENTES Coordinador es H S Clara Eugenia López Obregón Publicaciones Ponencia Primer Debate Gaceta N 1762 de 2023,2023 11 30,2023 11 22,https://www.camara.gov.co/arbitraje
