,topic_1_positions,topic_2_positions,topic_3_positions
0,-0.1030751192963249,-0.522526673554421,-0.04106487381592078
1,0.03289825585223999,0.937305285879806,0.02979645826795399
2,0.11714559005480646,0.34675382423992085,0.03610058570527265
3,0.0,0.0,0.0
4,0.32748263114916937,0.5674017637308184,0.03534816325954707
5,-0.0019725221229843167,-0.05028176309599583,-0.0017997688350738581
6,0.0,0.0,0.0
7,0.30572971624691075,0.05781650027315822,0.017406164432311876
8,-0.01870385021933909,-0.34673570358454914,-0.013870791023697987
9,-0.08171599662832005,-0.850509331285408,-0.06777467208627211
10,0.07711072934544312,0.8566807943310506,0.06620847632350622
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,-0.045732911933867415,-0.2650267114904967,-0.02257370990896918
14,-0.20326563357007602,-0.09587780560202425,-0.03418989416123313
15,-0.6948035270234881,-0.13335949801321945,-0.17183697496329237
16,-0.01796735015057587,-0.29889395015564785,-0.016472033027109603
17,0.0,0.0,0.0
18,0.08243970490636306,0.8493617419566262,0.06819855313701084
19,0.07771590753921154,0.8636478315078071,0.05863626095298141
20,0.8365294266298722,0.09293601447932182,0.07053455889080607
21,0.04375235209620596,0.4146358387875052,0.04161180911628884
22,0.7757769836119519,0.05548411928995211,0.043738897098095864
23,0.9281284750312623,0.0399056649428442,0.03196586002589353
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.47469498842463753,0.06858714963594938,0.028146433367984454
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.06301441932507625,0.8094257892150386,0.04592713839866088
30,0.14015268951198281,0.8187396167053823,0.041107693782634895
31,0.7282160360095062,0.06591926445360932,0.05586469953688451
32,0.0,0.0,0.0
33,0.045663329074148114,0.9141234400128819,0.04021323091297002
34,0.2536277991629658,0.7097836893944538,0.036588511442580414
35,0.047519818779549215,0.004381005956843793,0.0036547308191624945
36,0.036176135168277675,0.9303193988683535,0.033504465963368826
37,0.8617369351852763,0.07634687610150594,0.06191618871321774
38,-0.19103347482238717,-0.010578665258724309,-0.00891417570836211
39,0.004044488423450951,0.06918392231989115,0.0036946661797348035
40,0.05639051234994472,0.89122042536734,0.05238906228271526
41,0.3429212349638032,0.6183239140245503,0.038754851011646246
42,0.05503905345618171,0.26081006623460534,0.01748421364254623
43,0.06767615944062083,0.8108975176667983,0.06260279348081607
44,-0.04728362995898226,-0.0049664920641083726,-0.003305433532464862
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.23441747161887302,0.35611772721934015,0.023101164798150536
48,0.0,0.0,0.0
49,0.08837920886028092,0.029595515268458432,0.00702527587126066
50,0.0,0.0,0.0
51,0.45314684881202005,0.5089760620887039,0.03787708909927604
52,-0.0726337454952833,-0.8548944662475779,-0.07247178825713889
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.901027278032875,0.054088587842530636,0.044884134124594445
56,-0.03257298540671175,-0.9364680052405222,-0.030959009352765954
57,0.0,0.0,0.0
58,0.10614685543765444,0.29097500594567255,0.019544805283339704
59,0.08795864032185241,0.32262418583425073,0.017988602415325364
60,-0.07745777972512417,-0.857617330415539,-0.06492488985933666
61,-0.8789112532201216,-0.07183333046808285,-0.049255416311795475
62,0.8641159887500925,0.073417961607227,0.06246604964268041
63,-0.09937621684982065,-0.2154481443375867,-0.01850897214592596
64,-0.7159673581884537,-0.053866947467301335,-0.04834751252606327
65,-0.07901289891869384,-0.8468760664534669,-0.0741110346278393
66,-0.11607758616915197,-0.7087460685684225,-0.050176345262425655
67,-0.8689624028446359,-0.08200930421770075,-0.049028292937663316
68,0.0,0.0,0.0
69,-0.879240397359883,-0.06353832288247108,-0.05722127975764595
70,0.7319872497201138,0.2266726729139272,0.0413400773659591
71,-0.07705086286668154,-0.8769919028865379,-0.04595723424678053
72,0.0,0.0,0.0
73,0.8696817053849673,0.07104013738368921,0.05927815723134357
74,0.6619460503218423,0.18747332948361842,0.045317462299802484
75,0.8295639764231557,0.09156330798387759,0.07887271559296667
76,0.8263648614106424,0.10060615629595364,0.07302898229340406
77,0.9065757964295265,0.05069636166308978,0.04272784190738367
78,-0.005515591227141553,-0.041670262402203465,-0.0028141463706549815
79,0.0,0.0,0.0
80,0.8814191520008646,0.06055974020106295,0.0580211077980725
81,-0.050070226941807676,-0.9060206284651525,-0.04390914459303981
82,0.7298970742368368,0.19384337065139512,0.07625955511176809
83,-0.6241045365533583,-0.18125713623925224,-0.04463832720738945
84,-0.8476773478496819,-0.0808627139988758,-0.07145993815144236
85,-0.42478242459788534,-0.5146665796020294,-0.06055099580008525
86,0.20429134385639075,0.11058125507591751,0.018460734401025032
87,0.11617409984451435,0.6648158174420735,0.03151008271341201
88,0.8145852679236057,0.049893942916428236,0.035520789159966024
89,0.07710273476969612,0.3971212976046698,0.025775967625634024
90,0.06719872610082743,0.8805239623029495,0.05227731159622316
91,-0.9015554349810713,-0.05304834781411618,-0.04539621720481245
92,-0.0019144801620686054,-0.019473796729131552,-0.0013389958360725434
93,-0.11776108785803537,-0.06906794181029274,-0.013170970331671883
94,-0.17952599282598347,-0.011174049150845753,-0.009299958023170766
95,-0.05392494028428019,-0.8978574142193749,-0.0482176454963449
96,0.6117456062377056,0.06344149711298533,0.05208562392203646
97,-0.0439019994381482,-0.7488669076906237,-0.040564426204561514
98,-0.23197775362446932,-0.49484273081458663,-0.023179515560944053
99,0.0,0.0,0.0
100,0.0,0.0,0.0
101,0.0,0.0,0.0
102,0.4507229888473079,0.3907550017210036,0.10296645387613305
103,0.0,0.0,0.0
104,-0.011427175306240529,-0.1792102452582797,-0.009362579435479785
105,0.11901673698439778,0.3411573242090404,0.019825938806561822
106,-0.025341848494275954,-0.23974488115653866,-0.020627556063471098
107,0.06478329961645571,0.23199739410314513,0.03655263961373251
108,-0.05656623015412342,-0.8920310340924964,-0.05140273575338014
109,0.0,0.0,0.0
110,0.10890909768074662,0.61088001195371,0.0302108903655435
111,0.0,0.0,0.0
112,0.0,0.0,0.0
113,0.0,0.0,0.0
114,0.8545324242635133,0.10731762026841879,0.038149955468067945
115,-0.6993150369728005,-0.11115222668148199,-0.05619940301238423
116,0.234056057403948,0.7114155410961621,0.05452840149988984
117,0.6831157010553046,0.034821548303220914,0.03206275064147443
118,-0.07335997846084022,-0.8631630998682257,-0.0634769216709341
119,-0.08616962700314734,-0.8302345387996156,-0.08359583419723693
120,-0.0772873707172905,-0.8545098952103897,-0.06820273407231983
121,-0.07864530116687297,-0.8521955343397901,-0.06915916449333687
122,-0.03926826542938517,-0.9273413419357217,-0.033390392634893094
123,-0.06654859611613846,-0.8753237302089919,-0.05812767367486964
124,0.0,0.0,0.0
125,0.04252505150830542,0.9318943063115294,0.025580642180165154
126,0.0,0.0,0.0
127,-0.1317711235927042,-0.1583107267043328,-0.009918149702963019
128,0.805399439148418,0.1445276974847308,0.05007286336685108
129,-0.7036892613532322,-0.06645342116051563,-0.06319065081958562
130,0.0,0.0,0.0
131,-0.005003543164159727,-0.13324358892431581,-0.004610010768667255
132,-0.15254884530860213,-0.08705062494994399,-0.010400529741453848
133,-0.008339993094710469,-0.16683581418596394,-0.0066423745375073975
134,-0.009211275528308643,-0.10851370669371273,-0.007275017777978626
135,-0.08463105030539064,-0.19844119451547068,-0.011045402237962219
136,-0.014443650915117375,-0.3048674010318929,-0.014022281386323042
137,0.23928200272293587,0.7378817362301224,0.022836261046941763
138,0.0,0.0,0.0
139,-0.0028041076200191776,-0.02919574128355235,-0.0024829097171180695
140,0.63905952706333,0.2969051430252139,0.06403532991145605
141,0.525391341907578,0.44167567864981383,0.03293297944260817
142,0.03816299578690791,0.9249982281686734,0.036838776044418764
143,0.018717610123071063,0.19193443868841065,0.011570173410740505
144,-0.8767818567035487,-0.07837068874915198,-0.044847454547299354
145,-0.09061364196994395,-0.7926103165767429,-0.11677604145331315
146,-0.03794834366782308,-0.9249788525476049,-0.037072803784572
147,0.0,0.0,0.0
148,0.0,0.0,0.0
149,0.06526409106230995,0.8961828820969931,0.03855302684069694
150,-0.3481367524027715,-0.07182323966767064,-0.5800400079295578
151,0.0,0.0,0.0
152,0.0,0.0,0.0
153,0.03963755329382219,0.35936164684058225,0.029572228437024024
154,0.12112570126524648,0.3592007123795534,0.019673586355200137
155,-0.894998452264349,-0.05754296330042374,-0.047458584435227186
156,-0.8907664697263179,-0.07164288552230505,-0.037590644751377085
157,-0.80500547766699,-0.11009499433522733,-0.08489952799778254
158,-0.2472987374134287,-0.6897348013091599,-0.06296646127741147
159,-0.46059343599008123,-0.494694905680151,-0.044711658329767805
160,0.05160117598158249,0.7818581116164882,0.041540712401929386
161,0.8900219227617623,0.05689096600931459,0.05308711122892309
162,0.0,0.0,0.0
163,-0.06764012554865305,-0.004825237782378032,-0.004457713592045826
164,-0.12044064967795366,-0.15442930598019122,-0.010844330056140845
165,0.5777467503304824,0.19265980138627797,0.06292678161657309
166,-0.05024618240450257,-0.9067642807572942,-0.04298953683820331
167,0.04291656277049969,0.9171010680398881,0.039982369189612295
168,0.9010172289221824,0.058414190343945877,0.04056858073387168
169,0.5393688881968609,0.2596773133894545,0.02952522698511319
170,0.0,0.0,0.0
171,0.27640817721206745,0.6916157429494022,0.03197607983853025
172,0.6619748414633276,0.165374467712567,0.029793547966962552
173,0.2299843823601601,0.6912578571593454,0.03709109381382781
174,0.8806433191124822,0.04361486117158737,0.03870478267889333
175,0.35101399977464454,0.5354564301873346,0.0301962367046874
176,0.6440861038645368,0.11336769861406759,0.032019881731921954
177,0.0,0.0,0.0
178,0.0,0.0,0.0
179,0.06322171920391531,0.8382982833613902,0.04292444187913906
180,0.06092166813918795,0.7418295198769187,0.04340265813773944
181,0.6733320434098642,0.1352116789323771,0.07380921883422938
182,0.740047909528459,0.044183096917746655,0.039298405318500186
183,0.3051145185025894,0.5859543683288485,0.037502541739990576
184,0.7630985908250044,0.041363415180705305,0.0376432571521849
185,0.4399839938534279,0.03394399229216007,0.026072013854412022
