No Senado,No Cámara,Objeto de proyecto,Título,Autor,Origen,Fecha de radicación,Comisión,Estado,Contenido,Observaciones,url,Cuatrienio,Legislatura
106 22,322 23,"POR MEDIO DE LA CUAL SE CREA EL FONDO DE PREVENCIÓN, PROTECCIÓN Y ASISTENCIA DE MUJERES PERIODISTAS VÍCTIMAS DE VIOLENCIA DE GÉNERO",CREA EL FONDO DE PREVENCIÓN,['MINISTRO DEL INTERIOR DANIEL PALACIOS MARTINEZ'],SENADO DE LA REPUBLICA,05 Agosto 2022,TERCERA,LEY,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/118,2022 - 2026,2022 - 2023
107 22,,POR MEDIO DEL CUAL SE ESTABLECE LA PROTECCIÓN DE LOS DERECHOS A LA SALUD Y AL GOCE DE UN AMBIENTE SANO GENERANDO MEDIDAS TENDIENTES A LA REDUCCIÓN DE EMISIONES VEHICULARES CONTAMINANTES PROVENIENTES DE LA GASOLINA Y SE DICTAN OTRAS DISPOSICIONES .,POR MEDIO DEL CUAL SE ESTABLECE LA PROTECCIÓN DE LOS DERECHOS A LA SALUD Y AL GOCE DE UN AMBIENTE SANO GENERANDO MEDIDAS TENDIENTES A LA REDUCCIÓN DE EMISIONES VEHICULARES CONTAMINANTES PROVENIENTES DE LA GASOLINA Y SE DICTAN OTRAS DISPOSICIONES .,"['H.S ANGÉLICA LOZANO CORREA', ' INTI RAÚL ASPRILLA REYES', ' NADYA BLEL SCAFF', ' ANDREA PADILLA VILLARRAGA', ' FABIÁN DÍAZ PLATA', ' JONATHAN FERNEY PULIDO', ' IVÁN LEONIDAS NAME VASQUEZ.']",SENADO DE LA REPUBLICA,05 Agosto 2022,QUINTA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/119,2022 - 2026,2022 - 2023
108 22 Acum. 246 22 Camara,,Camara,Camara,"['H.S GUSTAVO BOLIVAR MORENO', ' AIDA MARINA QUILCUÉ VIVAS', ' ', ' POLIVIO LEANDRO ROSALES CADENA', ' GLORIA INÉS FLÓREZ SCHNEIDER', ' PEDRO HERNANDO FLOREZ PORRAS H.R ERMES EVELIO PETE VIVAS', ' ERICK ADRIAN VELASCO BURBANO', ' NORMAN DAVID BAÑOL ALVAREZ.', ' JORGE ALEJANDRO OCAMPO GIRALDO', ' JUAN PABLO SALAZAR', ' SUSANA GÓMEZ CASTAÑO', ' JUAN CARLOS LOZADA VARGAS', '']",SENADO DE LA REPUBLICA,05 Agosto 2022,PRIMERA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/120,2022 - 2026,2022 - 2023
109 22. Acum con PL. 06 22 y 95 22,320 2022,"POR MEDIO DE LA CUAL SE CREAN MECANISMOS PARA PREVENIR, SANCIONAR Y ERRADICAR LA VIOLENCIA Y EL ACOSO POLITICO CONTRA LAS MUJERES",CREAN MECANISMOS PARA PREVENIR,"['H.S MARIA JOSE PIZARRO RODRIGUEZ', ' SANDRA YANETH JAIMES CRUZ', ' CLARA EUGENIA LOPEZ OBREGON', ' CESAR AUGUSTO PACHON ACHURY', ' FABIAN DIAZ PLATA', ' ANDREA PADILLA VILLARRAGA', ' JAHEL QUIROGA CARRILLO', ' GLORA INES FLOREZ SCHNEIDER', ' ESMERALDA HERNANDEZ SILVA', ' MARTHA ISABEL PERALTA', ' EPIEYU', ' AIDA MARINA QUILCUE VIVAS', ' ROBERT DAZA GUEVARA', '', ' ISABLE CRISTINA ZULETA.']",SENADO DE LA REPUBLICA,08 Agosto 2022,PRIMERA,CORTE CONSTITUCIONAL,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/121,2022 - 2026,2022 - 2023
110 22,,POR LA CUAL SE FORTALECE LA ATENCIÓN Y EL CUIDADO DURANTE EL EMBARAZO Y LA PRIMERA INFANCIA Y SE DICTAN OTRAS DISPOSICIONES,FORTALECE LA ATENCIÓN Y EL CUIDADO DURANTE EL EMBARAZO Y LA PRIMERA INFANCIA Y SE DICTAN OTRAS DISPOSICIONES,"['MARÍA JOSÉ PIZARRO RODRÍGUEZ', ' SANDRA YANETH JAIMES CRUZ', ' CLARA EUGENIA LÓEZ OBREGÓN', ' CESAR AUGUSTO PACHÓN ACHURY', ' ANDREA PADILLA VILLARRAGA', ' JAHEL QUIROGA CARRILLO', ' GLORIA INÉS FLÓREZ SCHNEIDER', ' MARTHA ISABEL PERALTA EPIEYÚ', ' AÍDA MARINA QUILCUÉ VIVAS', ' ROBERT DAZA GUEVARA', ' ISABEL CRISTINA ZULETA LÓPEZ GABRIEL BECERRA YAÑEZ', ' MARÍA FERNANDA CARRASCAL ROJAS', ' ETNA TÁMARA ARGOTE CALDERÓN', ' MARÍA DEL MAR PIZARRO GARCÍA', ' SANTIAGO OSORIO MARÍN', ' DAVID ALEJANDRO TORO RAMÍREZ', ' PEDRO JOSÉ SUAREZ VACCA', ' LEIDER ALEXANDRA VÁSQUEZ OCHOA', ' JORGE ANDRÉS CANCIMANCE LÓPEZ', ' JUAN CARLOS LOZADA VARGAS', ' LEYLA MARLENY RINCON TRUJILLO', ' JOHN JAIRO GONZALEZ AGUDELO', ' EDUARD GIOVANNY SARMIENTO HIDALGO.']",SENADO DE LA REPUBLICA,08 Agosto 2022,SEPTIMA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/122,2022 - 2026,2022 - 2023
111 22 PL 141 22 Acumulado,418 23,"POR LA CUAL SE EXPIDE EL CÓDIGO DEL REGISTRO CIVIL,",EXPIDE EL CÓDIGO DEL REGISTRO CIVIL,['MINISTRO DEL INTERIOR ALFONSO PRADA GIL'],SENADO DE LA REPUBLICA,08 Agosto 2022,PRIMERA,CORTE CONSTITUCIONAL,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/123,2022 - 2026,2022 - 2023
112 22,,POR MEDIO DEL CUAL SE REGULAN LOS DERECHOS SEXUALES Y REPRODUCTIVOS Y SE DICTAN OTRAS DISPOSICIONES,POR MEDIO DEL CUAL SE REGULAN LOS DERECHOS SEXUALES Y REPRODUCTIVOS Y SE DICTAN OTRAS DISPOSICIONES,"['H.S ANGELICA LOZANO CORREA', ' ARIEL ÁVILA', ' INTI RAÙL ASPRILLA REYES', ' HUMBERTO DE LA CALLE LOMBANA', ' FABIÁN DÍAZ PLATA', ' IVÁN LEONIDAS NAME VASQUEZ.H.R CATHERINE JUVINAO CLAVIJO', ' DANIEL CARVALHO MEJÍA', ' DUVALIER SÁNCHEZ ARANGO', ' JAIME RAÚL SALAMANCA TORRES', ' JUAN DIEGO MUÑOZ CABRERA', ' CAROLINA GIRALDO BOTERO', ' JENNIFER PEDRAZA SANDOVAL', ' CRISTIAN DANILO AVENDAÑO FINO', ' ALEJANDRO GARCÍA RIOS', ' V.']",SENADO DE LA REPUBLICA,08 Agosto 2022,PRIMERA,ARCHIVADO POR RETIRO DEL AUTOR,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/124,2022 - 2026,2022 - 2023
113 22 Acum 49 22 y 143 22,,"POR MEDIO DE LA CUAL SE MODIFICAN LOS ARTÍCULOS 160, 161 Y 179 DEL CÓDIGO SUSTANTIVO DEL TRABAJO",MODIFICAN LOS ARTÍCULOS 160,"['JUAN DIEGO ECHAVARRÍA SÁNCHEZ', ' ALEJANDRO CARLOS CHACÓN CAMARGO', ' KARINA ESPINOSA OLIVER', ' FABIO RAÚL AMÍN SALEME', ' CLAUDIA MARÍA PÉREZ GIRALDO', ' LAURA ESTER FORTICH SÁNCHEZ MARÍA EUGENIA LOPERA MONSALVE', ' ÁLVARO HENRY MONEDERO RIVERA.']",SENADO DE LA REPUBLICA,09 Agosto 2022,SEPTIMA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/125,2022 - 2026,2022 - 2023
114 22,413 23,"POR MEDIO DE LA CUAL SE PROHIBE EL FRACKING. LA EXPLORACIÓN Y PRODUCCIÓN DE LOS YACIMIENTOS NO CONVENCIONALES YNC DE HIDROCARBUROS, SE ORDENA LA REFORMULACIÓN DE LA POLÍTICA DE TRANSICIÓN ENERGÉTICA Y SE DICTAN OTRAS DISPOSICIONES .",PROHIBE EL FRACKING. LA EXPLORACIÓN Y PRODUCCIÓN DE LOS YACIMIENTOS NO CONVENCIONALES YNC DE HIDROCARBUROS,"['IVÁN CEPEDA CASTRO', ' ANGELICA LOZANO CORREA', ' GUSTAVO BOLIVAR MORENO', ' ISABEL CRISTINA ZULETA LÓPEZ', ' INTI ASPRILLA REYES', ' CESAR PACHÓN ACHURI', ' MARÍA JOSÉ PIZARRO', ' JAEL QUIROGA CARRILLO', ' ROY LEONARDO BARRERAS', ' ROBERT DAZA GUEVARA', ' MARTHA PERALTA EPIEYU', ' IMELDA DAZA COTES', ' PABLO CATATUMBO TORRES', ' ANDREA PADILLA VILLARRAGA', ' ANA CAROLINA ESPITIA', ' FABIAN DIAZ PLATA', ' OMAR DE JESÚS RESTREPO CORREA', ' SANDRA RAMÍREZ LOBO', ' WILSON ARIAS CASTILLO', ' ESMERALDA HERNANDEZ SILVA', ' AÍDA QUILCUÉ', ' ALEJANDRO VEGA PÉREZ', ' GLORIA FLOREZ', ' ARIEL ÁVILA MARTINEZ', ' JUAN SAMY MERHEG', ' PEDRO HERNANDO FLOREZ', ' POLIVIO ROSALES CADENA', ' IVAN NAME VÁSQUEZ', ' LAURA ESTER FORTICH', ' JULIAN GALLO CUBILLOS KATHERINE MIRANDA PEÑA', ' JENNIFER PEDRAZA', ' DUVALIER SÁNCHEZ', ' DAVID RACERO MAYORCA', ' JUAN CARLOS LOZADA', ' CRISTIAN AVENDAÑO', ' JAIRO CALA', ' JULIA MIRANDA', ' MARTHA ALFONSO JURADO', ' ALIRIO URIBE MUÑÓZ', ' JAIME RAUL SALAMANCA', ' JUAN PABLO SALAZAR', ' WILMER CASTELLANOS', ' CARLOS CARREÑO MARIN', ' PEDRO BARACUTAO GARCÍA', ' DANIEL CARVALHO MEJÍA', ' LEILA RINCÓN', ' LUZ MARÍA MÚNERA', ' EDUARD SARMIENTO', ' PEDRO JOSÉ SUÁREZ VACCA', ' GABRIEL PARRADO DURAN', ' MARÍA FERNANDA CARRASCAL', ' NORMAN DAVID BAÑOL', ' WILLIAM ALJURE', ' JORGE CANCIMANCE', ' ELKIN RODOLFO OSIPINA', ' CATHERINE JUVINAO', ' CAROLINA GIRALDO', ' ALEJANDRO GARCÍA RÍOS', ' GERMÁN GÓMEZ', ' SANTIAGO OSORIO', ' ERMES EVELIO PETE', ' JULIAN PEINADO', ' ALFREDO MONDRAGON', ' ÁLVARO RUEDA', ' INGRID AGUIRRE JUVINAO', ' JUAN DIEGO MUÑÓZ CABRERA', ' PIEDAD CORREAL RUBIANO', ' SUSANA GÓMEZ CASTAÑO', ' JULIAN DAVID LÓPEZ', ' JUAN CAMILO LONDOÑO y otras firmas ilegibles']",SENADO DE LA REPUBLICA,11 Agosto 2022,QUINTA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/129,2022 - 2026,2022 - 2023
115 22,,"POR LA CUAL SE CREA EL SISTEMA DE GARANTÍA PROGRESIVA DEL DERECHO HUMANO A LA ALIMENTACIÓN, LA POLÍTICA NACIONAL DE DERECHO HUMANO A LA ALIMENTACIÓN Y NUTRICIÓN ADECUADA Y DE SOBERANÍA Y AUTONOMÍAS ALIMENTARIAS, EL PROGRAMA DE EMERGENCIA DE LUCHA CONTRA EL HAMBRE Y SE ESTABLECEN OTRAS MEDIDAS .",CREA EL SISTEMA DE GARANTÍA PROGRESIVA DEL DERECHO HUMANO A LA ALIMENTACIÓN,"['H.S WILSON ARIAS CASTILLO', ' IV AN CEPEDA CASTRO', ' CESAR PACHON ACHURRY', ' GUSTAVO BOLIV AR MORENO', ' AIDA A VELLA ESQUIVEL', ' ISABEL CRISTINA ZULETA LOPEZ', ' POLIVIO LEANDRO ROSALES', ' ESMERALDA HERNANDEZ', ' MARTHA PERAL TA EPEIYÚ.']",SENADO DE LA REPUBLICA,11 Agosto 2022,PRIMERA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/130,2022 - 2026,2022 - 2023
116 22,,POR EL CUAL SE PROHÍBE LA REALIZACIÓN DE CABALGATAS EN TODO EL TERRITORIO NACIONAL Y SE DICTAN OTRAS DISPOSICIONES,POR EL CUAL SE PROHÍBE LA REALIZACIÓN DE CABALGATAS EN TODO EL TERRITORIO NACIONAL Y SE DICTAN OTRAS DISPOSICIONES,['H.S FABIAN DIAZ PLATA'],SENADO DE LA REPUBLICA,10 Agosto 2022,QUINTA,ARCHIVADO POR RETIRO DEL AUTOR,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/131,2022 - 2026,2022 - 2023
117 22,,POR MEDIO DEL CUAL SE ESTABLECE EL INGRESO BASE DE COTIZACIÓN DE LOS INDEPENDIENTES AL SISTEMA GENERAL DE SEGURIDAD SOCIAL Y SE DICTAN OTRAS DISPOSICIONES TENDIENTES A GARANTIZAR LAS SITUACIONES MÍNIMAS DE LOS CONTRATISTAS,POR MEDIO DEL CUAL SE ESTABLECE EL INGRESO BASE DE COTIZACIÓN DE LOS INDEPENDIENTES AL SISTEMA GENERAL DE SEGURIDAD SOCIAL Y SE DICTAN OTRAS DISPOSICIONES TENDIENTES A GARANTIZAR LAS SITUACIONES MÍNIMAS DE LOS CONTRATISTAS,['ENRIQUE CABRALES BAQUERO'],SENADO DE LA REPUBLICA,10 Agosto 2022,SEPTIMA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/132,2022 - 2026,2022 - 2023
118 22,331 22,"POR MEDIO DEL CUAL MODIFICA EL ESTATUTO DE CIUDADANIA JUVENIL, SE FORTALECE EL PROCESO ELECTORAL DE LOS CONSEJOS DE JUVENTUD, EL FUNCIONAMIENTO DEL SISTEMA NACIONAL DE JUVENTUD Y SE DICTAN OTRAS DISPOSICIONES",POR MEDIO DEL CUAL MODIFICA EL ESTATUTO DE CIUDADANIA JUVENIL,"['H.S ANGELICA LOZANO CORREA', ' FABIAN DIAZ PLATA', ' AIDA MARINA QUILCUE VIVAS', ' PALOMA VALENCIA LASERNA', ' POLIVIO LEANDRO ROSALES', ' ANA CAROLINA ESPITIA JEREZ', 'JHONATAN PULIDO HERNANDEZ']",SENADO DE LA REPUBLICA,16 Agosto 2022,PRIMERA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/133,2022 - 2026,2022 - 2023
119 22,332 21,POR MEDIO DE LA CUAL SE DESARROLLAN LOS DERECHOS MENSTRUALES,DESARROLLAN LOS DERECHOS MENSTRUALES,"['ANA MARIA CASTAÑEDA GÓMEZ ', ' RUBY HELENA CHAGUI SPATH ', ' AMANDA ROCÍO GONZÁLEZ RODRÍGUEZ ', ' NORA MARÍA GARCÍA BURGOS JORGE ENRIQUE BENEDETTI MARTELO ', ' FABER ALBERTO MUÑOZ CERÓN ', ' MARÍA JOSÉ PIZARRO RODRÍGUEZ ', ' JEZMI LIZETH BARRAZA ARRAUT ', ' JOSÉ LUIS PINEDO CAMPO ', ' KARINA ESTEFANÍA ROJANO PALACIO ', ' NORMA HURTADO SÁNCHEZ ', ' KAREN VIOLETTE CURE CORCIONE ', ' MODESTO ENRIQUE AGUILERA VIDES ', ' JENNIFER KRISTIN ARIAS FALLA ', ' JUANITA MARÍA GOEBERTUS ESTRADA ', ' ALEJANDRO ALBERTO VEGA PÉREZ']",CÁMARA DE REPRESENTANTES,22 Septiembre 2021,TERCERA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/134,2022 - 2026,2022 - 2023
120 22. Acum PL 087 22,,POR LA CUAL SE REGULA EL EJERCICIO DE CABILDEO Y SE GARANTIZA EL PRINCIPIO DE TRANSPARENCIA EN EL PROCESO DE TOMA DE DECISIONES EN EL SECTOR PÚBLICO,REGULA EL EJERCICIO DE CABILDEO Y SE GARANTIZA EL PRINCIPIO DE TRANSPARENCIA EN EL PROCESO DE TOMA DE DECISIONES EN EL SECTOR PÚBLICO,"['HH.SS Alfredo Deluque Zuleta', ' Norma Hurtado Sanchez', ' Berner Zambrano Erazo', ' Juan Felipe']",SENADO DE LA REPUBLICA,16 Agosto 2022,PRIMERA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/135,2022 - 2026,2022 - 2023
121 22,341 23,"POR EL CUAL SE DECLARA DE UTILIDAD PÚBLICA E INTERÉS SOCIAL EL TENDIDO, CONSTRUCCIÓN Y OPERACIÓN DE REDES PARA EL SUMINISTRO DE SERVICIOS PÚBLICOS DE TELECOMUNICACIONES Y TIC S",POR EL CUAL SE DECLARA DE UTILIDAD PÚBLICA E INTERÉS SOCIAL EL TENDIDO,['H.S ALFREDO DELUQUE ZULETA'],SENADO DE LA REPUBLICA,16 Agosto 2022,SEXTA,SANCIÓN PRESIDENCIAL,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/136,2022 - 2026,2022 - 2023
122 22,317 21,"POR MEDIO DE LA CUAL SE MODIFICA LA LEY 1861 DE 2017, SE REGULA LA SITUACIÓN MILITAR DE HOMBRES TRANSGÉNERO Y SE DICTAN OTRAS DISPOSICIONES",MODIFICA LA LEY 1861 DE 2017,['Luvi Katherine Miranda Peña'],CÁMARA DE REPRESENTANTES,09 Septiembre 2021,SEGUNDA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/137,2022 - 2026,2022 - 2023
123 22,,POR EL CUAL SE PROHIBEN LAS RIÑAS DE GALLOS Y SE DICTAN OTRAS DISPOSICIONES,POR EL CUAL SE PROHIBEN LAS RIÑAS DE GALLOS Y SE DICTAN OTRAS DISPOSICIONES,"['H.S ESMERALDA HERNANDEZ SILVA ', ' MARIA JOSE PIZARRO RODRIGUEZ', ' INTI RAUL ASPRILLA REYES.']",SENADO DE LA REPUBLICA,17 Agosto 2022,QUINTA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/138,2022 - 2026,2022 - 2023
124 22,423 23,"POR MEDIO DEL CUAL SE DECLARA ZONA DE INTERÉS AMBIENTAL, TURÍSTICO Y ECOLÓGICO DEL SISTEMA CENAGOSO DE LA ZAPATOSA EN LOS DEPARTAMENTOS DEL CESAR Y EL MAGDALENA, SE RECONOCE SU POTENCIAL PESQUERO Y SE DICTAN OTRAS DISPOSICIONES",POR MEDIO DEL CUAL SE DECLARA ZONA DE INTERÉS AMBIENTAL,"['DIDIER LOBO CHINCHILLA', ' JORGE ENRIQUE BENEDETTI MARTELO', ' ANTONIO LUIS ZABARAÍN GUEVARA ', ' ARTURO CHAR CHALJUB', ' CARLOS ABRAHAM JIMÉNEZ', ' CARLOS MARIO FARELO DAZA', ' EDGAR DÍAZ CONTRERAS', ' JOSE LUIS PÉREZ OYUELA HERNANDO GONZÁLEZ', ' JOHN EDGAR PÉREZ ROJAS', ' JORGE MÉNDEZ HERNÁNDEZ', ' LINA MARÍA GARRIDO MARTÍN', ' MAURICIO PARODI DÍAZ', ' MODESTO ENRIQUE AGUILERA VIDES', ' NESTOR LEONARDO RICO RICO', ' VÍCTOR ANDRÉS TOVAR TRUJILLO', ' BETSY JUDITH PÉREZ ARANGO', ' JAVIER ALEXANDER SÁNCHEZ REYES', ' ADRIANA CAROLINA ARBELÁEZ GIRALDO']",SENADO DE LA REPUBLICA,17 Agosto 2022,QUINTA,LEY,,AMBIENTE,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/139,2022 - 2026,2022 - 2023
125 22,,POR MEDIO DE LA CUAL SE HABILITA LA POLITICA PUBLICA DE CIELOS ABIERTOS EN EL TRANSPORTE AEREO DE COLOMBIA A EXCEPCION DEL TRAFICO DE CABOTAJE,HABILITA LA POLITICA PUBLICA DE CIELOS ABIERTOS EN EL TRANSPORTE AEREO DE COLOMBIA A EXCEPCION DEL TRAFICO DE CABOTAJE,"['H.S ANTONIO LUIS ZABARAIN GUEVARA', ' CARLOS ABRAHAM JIMENEZ', ' EDGAR JESUS DIAZ CONTRERAS', ' JORGE BENEDETTI MARTELO', ' JOSE LUIS PEREZ OYUELA', ' ARTUTO CHAR CHALJUB', ' CARLOS MARIO FARELO DAZA', ' ANA MARIA CASTANEDA GOMEZ.']",SENADO DE LA REPUBLICA,17 Agosto 2022,SEXTA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/140,2022 - 2026,2022 - 2023
126 22,,POR MEDIO DEL CUAL SE MODIFICA LA LEY 1996 DE 2019,POR MEDIO DEL CUAL SE MODIFICA LA LEY 1996 DE 2019,"['H.S DIDIER LOBO CHINCHILLA', ' ANTONIO ZABARAIN GUEVARA', ' ARTURO CHAR CHALJUB', ' CARLOS ABRAHAM JIMENEZ', ' ANA MARIA CASTAÑEDA GOMEZ', ' CARLOS MARIO FARELO DAZA', ' EDGAR JESUS DIAZ CONTRERAS.']",SENADO DE LA REPUBLICA,17 Agosto 2022,PRIMERA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/141,2022 - 2026,2022 - 2023
127 22,,"POR MEDIO DEL CUAL SE AUTORIZA A LOS MUNICIPIOS Y DEPARTAMENTOS PARA CELEBRAR DIRECTAMENTE CONVENIOS SOLIDARIOS HASTA LA MENOR CUANTÍA CON LAS JUNTAS DE ACCIÓN COMUNAL, ORGANIZACIONES AFRO Y COMUNIDADES INDÍGENAS DEL TERRITORIO RESPECTIVO",POR MEDIO DEL CUAL SE AUTORIZA A LOS MUNICIPIOS Y DEPARTAMENTOS PARA CELEBRAR DIRECTAMENTE CONVENIOS SOLIDARIOS HASTA LA MENOR CUANTÍA CON LAS JUNTAS DE ACCIÓN COMUNAL,"['H.S DIDIER LOBO CHINCHILLA', ' ANTONIO ZABARAIN GUEVARA', ' ARTURO CHAR CHALJUB', ' CARLOS ABRAHAM JIMENEZ', ' ANA MARIA CASTAÑEDA GOMEZ', ' JORGE BENEDETTI MARTELO', ' EDGAR JESUS DIAZ CONTRERAS.']",SENADO DE LA REPUBLICA,17 Agosto 2022,PRIMERA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/142,2022 - 2026,2022 - 2023
128 22,,"POR MEDIO DE LA CUAL SE ESTABLECEN DISPOSICIONES SOBRE EL PALANGRE Y EL ARRASTRE COMO TÉCNICAS DE LA PESCA INDUSTRIAL, SE INCENTIVA LA PESCA ARTESANAL Y SE DICTAN OTRAS DISPOSICIONES.",ESTABLECEN DISPOSICIONES SOBRE EL PALANGRE Y EL ARRASTRE COMO TÉCNICAS DE LA PESCA INDUSTRIAL,"['H.S JORGE BENEDETTI MARTELO', ' ARTURO CHAR CHALJUB', ' CARLOS ABRAHAM JIMENEZ', ' DIDIER LOBO CHINCHILLA', ' EDGAR JESUS DIAZ CONTRERAS', ' JOSE LUIS PEREZ OYUELA', ' ANA MARIA CASTAÑEDA GOMEZ', ' CARLOS']",SENADO DE LA REPUBLICA,17 Agosto 2022,QUINTA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/143,2022 - 2026,2022 - 2023
129 22,,POR MEDIO DEL CUAL SE GARANTIZA EL ACCESO A LOS PRODUCTOS DE HIGIENE MENSTRUAL A LAS PERSONAS QUE LOS NECESITEN Y SE DICTAN OTRAS DISPOSICIONES,POR MEDIO DEL CUAL SE GARANTIZA EL ACCESO A LOS PRODUCTOS DE HIGIENE MENSTRUAL A LAS PERSONAS QUE LOS NECESITEN Y SE DICTAN OTRAS DISPOSICIONES,['PEDRO HERNANDO FLÓREZ PORRAS.'],SENADO DE LA REPUBLICA,18 Agosto 2022,SEPTIMA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/144,2022 - 2026,2022 - 2023
130 22 Acum 166 22 289 23,,POR MEDIO DE LA CUAL SE ESTABLECEN MEDIDAS EN PRO DE LA ATENCIÓN EN SALUD MENTAL PREVENTIVA EN ENTORNOS ESPECIALES Y SE DICTAN OTRAS DISPOSICIONES .,ESTABLECEN MEDIDAS EN PRO DE LA ATENCIÓN EN SALUD MENTAL PREVENTIVA EN ENTORNOS ESPECIALES Y SE DICTAN OTRAS DISPOSICIONES .,"['PEDRO HERNANDO FLÓREZ PORRAS', ' SANDRA RAMÍREZ LOBO SILVA', ' NORMA HURTADO SÁNCHEZ', ' EDWING FABIÁN DÍAZ PLATA', ' MARTHA PERALTA EPIEYÚ', ' BEATRIZ LORENA RÍOS CUELLLAR DOLCEY OSCAR TORRES ROMERO.']",SENADO DE LA REPUBLICA,18 Agosto 2022,SEPTIMA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/145,2022 - 2026,2022 - 2023
131 22,118 22,POR MEDIO DE LA CUAL SE ADOPTA UNA REFORMA TRIBUTARIA PARA LA IGUALDAD Y LA JUSTICIA SOCIAL Y SE DICTAN OTRAS DISPOSICIONES MENSAJE DE URGENCIA,ADOPTA UNA REFORMA TRIBUTARIA PARA LA IGUALDAD Y LA JUSTICIA SOCIAL Y SE DICTAN OTRAS DISPOSICIONES MENSAJE DE URGENCIA,['Ministro de Hacienda y Crédito Público Dr.Jose Antonio Ocampo Gaviria'],CÁMARA DE REPRESENTANTES,08 Agosto 2022,TERCERA,LEY,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/146,2022 - 2026,2022 - 2023
132 22,,"POR MEDIO DE LA CUAL SE MODIFICA EL ARTÍCULO 2 DE LA LEY 403 DE 1997, POR LA CUAL SE ESTABLECEN ESTÍMULOS PARA LOS SUFRAGANTES",MODIFICA EL ARTÍCULO 2 DE LA LEY 403 DE 1997,['H.S JOSÉ ALFREDO GNECCO ZULETA'],SENADO DE LA REPUBLICA,18 Agosto 2022,PRIMERA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/147,2022 - 2026,2022 - 2023
