,number,title,Autores,type_bill,year,period,state_bill,authors_positions,authors_count
33,PL279-22,PL-279S-2023 Práctica HumanistaDescargar ,"['ROBERT DAZA GUEVARA', 'POLIVIO LEANDRO ROSALES', 'CLARA EUGENIA LÓPEZ OBREGÓN', 'AIDA MARINA QUILCUE VIVAS', 'MARTHA ISABEL PERALTA EPIEYU', 'JAEL QUIROGA CARRILLO', 'GLORIA INES FLOREZ SCHNEIDER;  EDUARD GIOVANY SARMIENTO HIDALGO', 'DORINA HERNÁNDEZ PALOMINO.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,1.0,9.0
35,PL277-22,PL-277S-2023 Politica CriminalDescargar ,"['Ministro de Justicia y del Derecho', 'Dr. NESTOR IVAN OSUNA PATIÑO; Ministro del Interior', 'Dr. ALFONSO PRADA GIL; con el acompañamiento del Presidente de la Cámara de Representantes', 'Dr. DAVID RACERO MAYORCA; y de los Representantes a la Cámara WILLIAM ALJURE MARTÍNEZ', 'AGMETH JOSÉ ESCAF TIJERINO', 'ALFREDO MONDRAGÓN GARZÓN', 'ELIZABETH JAY-PANG DÍAZ', 'JAMES MOSQUERA TORRES', 'ALIRIO URIBE MUÑOZ', 'NORMAN BAÑOL ÁLVAREZ', 'HERACLITO LANDINEZ SUÁREZ', 'LUZ MARÍA MÚNERA MEDINA', 'ALEXANDRA VÁSQUEZ OCHOA', 'PEDRO JOSÉ SÚAREZ VACCA', 'MARÍA DEL MAR PIZARRO', 'ANDRÉS DAVID CALLE AGUAS', 'PIEDAD CORREAL RUBIANO; y los Senadores de la República CESAR PACHÓN ACHURY', 'MARÍA JOSÉ PIZARRO RODRÍGUEZ', 'JAEL QUIROGA CARRILLO', 'CLARA EUGENIA LÓPEZ OBREGÓN', 'ISABEL CRISTINA ZULETA LÓPEZ y otras firmas ilegibles.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.85,20.0
39,PL273-22,PL-273S-2022 Homenaje a Juancho Polo,"['. JORGE ELIÉCER GUEVARA', '.JOSÉ LUIS PINEDO CAMPO']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.0,1.0
40,PL272-22,PL-272S-2022 Sistema de video vigilancia para las plantas de beneficio animal,"['Honorables Senadores PEDRO HERNANDO FLOREZ PORRAS', 'ESMERALDA HERNÁNDEZ SILVA.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,1.0,2.0
41,PL271-22,PL-271S-2022 Derecho a la gestion comunitaria del  agua,"['Honorables Senadores ISABEL CRISTINA ZULETA', 'ALEXANDER LÓPEZ MAYA', 'ROBERT DAZA GUEVARA', 'CLARA LÓPEZ OBREGÓN', 'GLORIA FLOREZ SCHNEIDER', 'CAROLINA ESPITIA', 'JAEL QUIROGA', 'PAULINO RIASCOS', 'CESAR AUGUSTO PACHÓN', 'PABLO CATATUMBO TORRES VICTORIA.\r\nHonorables Representantes ALIRIO URIBE MUÑÓZ', 'JUAN CARLOS VARGAS', 'JUAN PABLO SALAZAR', 'GERSON MONTAÑO ARIZALA', 'ORLANDO CASTILLO', 'EDUARD SARMIENTO HIDALGO', 'ALEXANDRA VASQUEZ OCHOA', 'ANDRES CANCIMANCE', 'LEYLA RINCÓN', 'GABRIEL PARRADO DURÁN', 'DORINA HERNANDEZ PALOMINO', 'ALBERTO TEJADA ECHEVERRI', 'PEDRO SUÁREZ VACCA', 'CRISTOBAL CAICEDO', 'CARMEN RAMIREZ  BOSCAN', 'MARIA DEL MAR PIZARRO', 'GABRIEL BECERRA YAÑEZ', 'JORGE BASTIDAS', 'ALEJANDRO TORO', 'ERICK VELASCO', 'ERMES PETE VIVAS', 'MARY ANNE ANDREA PERDOMO', 'ALEJANDRO OCAMPO', 'AGMETH SCAFF', 'ELENA ARIZABALETA', 'ETNA TAMARA ARGOTE', 'WILMER CASTELLANOS HERNANDEZ.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,1.0,35.0
42,PL270-22,PL-270S-2022 Se crea la comision nacional de prevencion y control de la resistencia a los antimicrobianos,['Honorable Senador PEDRO HERNANDO FLÓREZ PORRAS.'],Proyecto de ley,2022-2023,2022 - 2026,archivado,1.0,1.0
43,PL269-22,PL-269S-2022 Procedimientos de insolvencia,"['Honorables Senadores GERMAN BLANCO ÁLVAREZ', 'OSCAR BARRETO QUIROGA', 'JUAN CARLOS GARCÍA GÓMEZ', 'JORGE BENEDETTI MARTELO', 'GUIDO ECHEVERRI PIEDRAHITA', 'JUAN DIEGO ECHAVARRÍA SÁNCHEZ', 'MAURICIO GIRALDO HERNANDEZ', 'NICOLAS ALBEIRO ECHVERRY', 'JOHN JAIRO ROLDAN AVENDAÑO', 'ALEJANDRO CARLOS CHACÓN', 'JULIO ELÍAS CHAGUI FLOREZ', 'ALFREDO DELUQUE ZULETA', 'ALEJANDRO VEGA PÉREZ.\r\nHonorables Representantes JUAN CARLOS WILLS', 'JUAN DANIEL PEÑUELA', 'LUIS EDUARDO DÍAZ MATEUS', 'ASTRID SANCHEZ MONTES DE OCA', 'LEONOR PALENCIA', 'ELKIN OSPINA OSPINA y otras firmas\xa0ilegibles.']",Proyecto de ley,2022-2023,2022 - 2026,objetado,0.05555555555555555,18.0
44,PL268-22,PL-268S-2022 303C-2021 Inclusion educativa,"['Honorables Senadores: Victoria Sandino Simanca Herrera', 'Antonio sanguino Páez', 'Wilson Arias Castillo', 'Alexánder López Maya', 'Griselda Lobo Silva \r\nHonorables Representantes: Wilmer Leal Pérez', 'León Fredy Muñoz Lopera', 'María José Pizarro Rodríguez', 'Abel David Jaramillo Largo', 'César Augusto Pachón Achury', 'Carlos Alberto Carreño Marin']",Proyecto de ley,2022-2023,2022 - 2026,archivado,1.0,6.0
46,PL266-22,PL-266S PROCEDIMIENTO PENAL PARA LA LUCHA CONTRA EL HURTO Y LA INSEGURIDAD URBANA,['Honorable Senador JONATHAN PULIDO\xa0HERNÁNDEZ.'],Proyecto de ley,2022-2023,2022 - 2026,archivado,1.0,1.0
47,PL265-22,PL-265S Promueve la Politica Publica Agraria,"['Honorables Senadores:\r\nJOSUÉ ALIRIO BARRERA', 'ESTEBAN QUINTERO CARDONA', 'PAOLA HOLGUIN', 'EFRAIN CEPEDA', 'MARTHA PERALTA', 'MARÍA FERNANDA CABAL', 'ANDRÉS GUERRA HOYOS', 'JUAN DIEGO ECHAVARRÍA', 'CIRO RAMÍREZ', 'LORENA RIOS', 'JORGE BENEDETTI', 'ENRIQUE CABRALES BAQUERO', 'JOSÉ VICENTE CARREÑO', 'ALEJANDO CARLOS CHACÓN', 'ALFREDO MARIN LOZANO', 'LILIANA BENAVIDES SOLARTE', 'JONATHAN PULIDO HERNÁNDEZ', 'ALEJANDRO VEGA', 'CARLOS MEISEL VERGARA', 'PAULINO RIASCOS', 'MAURICIO GIRALDO y otras firmas\xa0ilegibles.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,-0.21052631578947367,19.0
48,PL264-22,PL-264S MODIFICA LA LEY 79 DE 1988 SE REGULAN ALGUNOS ASPECTOS RELATIVOS A LA SUPERVISIÓN DEL SECTOR,"['GERMÁN ALCIDES BLANCO ÁLVAREZ', 'JORGE ENRIQUE BENEDETTI MARTELO', 'OSCAR BARRETO QUIROGA', 'JUAN CARLOS GARCÍA GÓMEZ', 'OSCAR MAURICIO GIRALDO HERNÁNDEZ', 'SOLEDAD TAMAYO TAMAYO', 'JAIME ENRIQUE DURÁN BARRERA', 'EDWING FABIAN DÍAZ PLATA', 'NICOLAS ALBEIRO ECHEVERRY ALVARÁN', 'MARCOS DANIEL PINEDA GARCÍA;  DELCY ESPERANZA ISAZA BUENAVENTURA', 'JUAN DANIEL PEÑUELA CALVACHE', 'ASTRID SANCHEZ MONTES DE OCA', 'RUTH AMELIA CAYCEDO ROSERO', 'JUAN CARLOS WILLS OSPINA', 'LUIS EDUARDO DÍAZ MATEUS', 'JUAN MANUEL CORTÉS DUEÑAS', 'JENNIFER DALLEY PEDRAZA SANDOVAL', 'GABRIEL ERNESTO PARRADO DURÁN', 'JAIME RODRÍGUEZ CONTRERAS', 'JUAN CARLOS VARGAS', 'LUIS MIGUEL LÓPEZ ARISTIZABAL', 'ERIKA TATIANA SÁNCHEZ PINTO', 'LEYLA MARLENY RINCON TRUJILLO', 'JORGE ANDRES CANCIMANCE LÓPEZ', 'FLORA\xa0PERDOMO ANDRADE.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.07692307692307693,26.0
49,PL263-22,PL-263S PRODUCTOS DE ADMINISTRACIÓN DE NICOTINA Y SIN NICOTINA,['GUSTAVO\xa0ADOLFO MORENO\xa0HURTADO.'],Proyecto de ley,2022-2023,2022 - 2026,archivado,1.0,1.0
50,PL262-22,PL-262S Estrategias territoriales de esterilizacion y adopcion de Caninos y Felinos,['Honorable Senadora.\r\nHesmeralda Hernandez Silva'],Proyecto de ley,2022-2023,2022 - 2026,archivado,1.0,1.0
51,PL261-22,PL-261S Esterilizacion Quirurgica Gatos-Perros,"['Honorable Senadora ANDREA PADILLA VILLARRAGA', 'YENNY ROZO ZAMBRANO', 'ESMERALDA HERNANDEZ SILVA']",Proyecto de ley,2022-2023,2022 - 2026,ley,0.3333333333333333,3.0
52,PL260-22,PL-260S Matricula Cero,"['ANTONIO SANGUINO PÁEZ', 'ALEXÁNDER LÓPEZ MAYA', 'ANGÉLICA LISBETH LOZANO CORREA', 'JULIÁN GALLO CUBILLOS', 'GUSTAVO BOLIVAR MORENO', 'FELICIANO VALENCIA MEDINA', 'LEONIDAS NAME IVÁN', 'AIDA YOLANDA AVELLA ESQUIVEL', 'IVÁN CEPEDA CASTRO', 'JORGE EDUARDO LONDOÑO ULLOA', 'JESÚS ALBERTO CASTILLA SALAZAR', 'JORGE ELIÉCER GUEVARA', 'JUAN LUIS CASTRO CÓRDOBA', 'JORGE ENRIQUE ROBLEDO CASTILLO', 'JOSE AULO POLO NARVAEZ', 'IVÁN MARULANDA GÓMEZ', 'PABLO CATATUMBO TORRES VICTORIA', 'WILSON ARIAS CASTILLO \r\nMARÍA JOSÉ PIZARRO RODRÍGUEZ', 'JORGE ALBERTO GÓMEZ GALLEGO', 'ABEL DAVID JARAMILLO LARGO', 'ÁNGELA MARÍA ROBLEDO GÓMEZ', 'CARLOS ALBERTO CARREÑO MARIN', 'CÉSAR AUGUSTO ORTIZ ZORRO', 'CATALINA ORTIZ LALINDE', 'CÉSAR AUGUSTO PACHÓN ACHURY', 'DAVID RICARDO RACERO MAYORCA', 'FABIÁN DÍAZ PLATA', 'JAIRO REINALDO CALA SUÁREZ', 'LEÓN FREDY MUÑOZ LOPERA', 'WILMER LEAL PÉREZ', 'LUVI KATHERINE MIRANDA PEÑA', 'MAURICIO ANDRÉS TORO ORJUELA']",Proyecto de ley,2022-2023,2022 - 2026,ley,0.9411764705882353,17.0
53,PL259-22,PL-259S Residuos Solidos,"['Honorable Senador MIGUEL ÁNGEL BARRETO CASTILLO', 'ANGELICA LOZANO CORREA', 'EDGAR DÍAZ CONTRERAS', 'GUSTAVO MORENO HURTADO', 'DIDIER LOBO CHINCHILLA', 'INTI ASPRILLA', 'DAVID LUNA', 'ISABEL CRISTINA ZULETA', 'ANDREA PADILLA', 'ANDRES GUERRA HOYOS', 'MIGUEL URIBE TURBAY', 'GUIDO ECHEVERRY', 'JOSÉ DAVID NAME', 'MARCOS DANIEL PINEDA', 'JUAN PABLO GALLO', 'JAIME DURAN BARRERA.\r\nHonorables Representantes JULIA MIRANDA', 'WILMER CASTELLANOS', 'JAIRO CRISTO CORREA.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,-0.05555555555555555,18.0
54,PL258-22,PL-258S Creditos Hipotecarios,['Honorable Senador: JUAN DIEGO ECHAVARRIA SANCHEZ.'],Proyecto de ley,2022-2023,2022 - 2026,archivado,0.0,1.0
55,PL257-22,PL-257S Gobernanza y democratización en las Instituciones de Educación Superior,['Honorable Senador: JUAN DIEGO ECHAVARRIA SANCHEZ.'],Proyecto de ley,2022-2023,2022 - 2026,archivado,0.0,1.0
56,PL256-22,PL-256S Violencias por razón de género en entornos digitales,"['Honorables Senadores: CLARA EUGENIA LOPEZ OBREGON', 'ROY LEONARDO BARRERAS MONTEALEGRE', 'ROBERT DAZA GUEVARA', 'PAULINO RIASCOS', 'JAHEL QUIROGA', 'AIDA AVÉLLA ESQUIVEL', 'POLIVIO LEANDRO ROSALES CADENA', 'ISABEL ZULETA LOPEZ', 'JONATHAN PULIDO HERNANDEZ', 'ANDREA PADILLA VILLARRAGA', 'FABIAN DIAZ PLATA', 'SANDRA JANETH JAIMES CRUZ', 'ALEJANDRO CHACON CAMARGO', 'ALEXANDER LOPEZ MAYA', 'ALEX FLOREZ HERNANDEZ', 'GUSTAVO BOLIVAR MORENO', 'ARIEL AVILA MARTINEZ', 'GUIDO ECHEVERRY PIEDRAHITA', 'JAIRO CASTELLLANOS', 'JOSE ALFREDO GNECCO ZULETA', 'HUMBERTO DE LA CALLE LOMBANA', 'GLORIA FLOREZ SCHNEIDER', 'ESMERALDA HERNANDEZ SILVA', 'MARTHA PERALTA EPIEYU', 'MARIA JOSE PIZARRO CATATUMBO TORRES', 'SANDRA RAMIREZ LOBO SILVA', 'OMAR DE JESUS RESTREPO', 'PIEDAD CORDOBA RUIZ', 'JOSE LUIS PEREZ OYUELA', 'EFRAIN CEPEDA SARABIA', 'CARLOS MARIO FARELO', 'OSCAR BARRETO QUIROGA', 'MARCOS DANIEL PINEDA', 'NORMA HURTADO SANCHEZ', 'INTI RAUL ASPRILLA REYES', 'ANTONIO LUIS ZABARAIN', 'IMELDA DAZA COTES', 'CESAR PACHON ACHURY', 'ANGELICA LOZANO CORREA', 'JULIAN GALLO CUBILLOS DAVID LUNA SANCHEZ. RODRIGUEZ', 'AIDA QUILCUE VIVAS', 'WILSON ARIAS CASTILLO', 'JUAN DIEGO ECHAVARRIA', 'PABLO']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.6136363636363636,44.0
57,PL255-22,PL-255S Diagnóstico Oportuno y Atención del VIH Hepatitis B y C ITS y Coinfección Por TB-VIH en el territorio nacional,['NADIA GEORGETTE BLEL SCAFF'],Proyecto de ley,2022-2023,2022 - 2026,archivado,0.0,1.0
58,PL254-22,PL-254S Carceles productivas,"['Honorables Senadores:\r\nGUSTAVO MORENO HURTADO', 'SOLEDAD TAMAYO TAMAYO', 'LORENA RIOS CUELLAR', 'KARINA ESPINOSA OLIVER', 'PEDRO FLOREZ PORRAS', 'JULIO ELIAS CHAGUI FLOREZ', 'SANDRA RAMIREZ LOBO SILVA', 'ANA MARIA CASTAÑEDA GOMEZ.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.125,8.0
59,PL253-22,PL-253S Inteligencia Artificial,"['Honorables Senadores: JUAN DIEGO ECHAVARRIA SANCHEZ', 'ALEJANDRO CARLOS CHACON CAMARGO  MARÍA EUGENIA LOPERA MONSALVE.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.0,2.0
60,PL252-22,PL-252S Programa esterilizacion Caninos y Felinos,['Honorable Senadora:\r\nEsmeralda Hernandez Silva'],Proyecto de ley,2022-2023,2022 - 2026,archivado,1.0,1.0
61,PL251-22,PL-251S-191-C-2021 Residentes Odontologicos,['OSCAR LEONARDO VILLAMIZAR MENESES'],Proyecto de ley,2022-2023,2022 - 2026,ley,-1.0,1.0
63,PL249-22,PL-249 Estaciones de Peaje,['Honorable Senador: ANTONIO JOSE CORREA JIMENEZ'],Proyecto de ley,2022-2023,2022 - 2026,archivado,0.0,1.0
64,PL248-22,PL-248 Ganaderia Sostenible,"['Honorables Senadores: MIGUEL ANGEL BARRETO CASTILLO', 'JOSE ALFREDO MARIN', 'NICOLAS ALBEIRO ECHEVERRY ALBARAN', 'LILIANA ESTHER BITAR', 'CARLOS ANDRES TRUJILLO', 'OSCAR MAURICIO GIRALDO', 'JUAN CARLOS GARCIA GOMEZ', 'y otras firmas no legibles.\n\r\nHonorables Representantes: \r\nHECTOR MAURICIO CUELLAR PINZON', 'JULIO ROBERTO SALAZAR', 'NICOLAS ANTONIO BARGUIL']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.0,10.0
65,PL247-22,PL-247 Edad de retiro de los Altos Funcionarios del Estado,"['ROY LEONARDO BARRERAS MONTEALEGRE', 'JULIAN GALLO CUBILLOS.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,1.0,2.0
66,PL246-22,PL-246 Alivios economicos ICETEX,['Honorable Senador: JOSE ALIRIO BARRERA RODRIGUEZ'],Proyecto de ley,2022-2023,2022 - 2026,archivado,-1.0,1.0
67,PL245-22,PL-245 Sistema Nacional del Deporte,"['Honorables Senadores ROY LEONARDO BARRERAS MONTEALEGRE', 'MIGUEL ANGEL PINTO HERNANDEZ', 'MARÍA JOSÉ PIZARRO RODRÍGUEZ', 'CESAR AUGUSTO PACHÓN', 'NORMA HURTADO', 'CARLOS MEISEL VERGARA', 'CARLOS GUEVARA VILLABÓN', 'CLARA LOPEZ OBREGÓN', 'MANUEL VIRGUEZ', 'ENRIQUE CABRALES BAQUERO', 'HONORIO HENRIQUEZ PINEDO', 'IVAN CEPEDA CASTRO', 'LOREAN RIOS CUELLAR', 'GERMAN BLANCO ÁLVAREZ', 'MARCOS DANIEL PINEDA GARCÍA', 'ANA PAOLA AGUDELO', 'PEDRO FLOREZ PORRAS', 'LILIANA BENAVIDES SOLARTE', 'JAIME DURAN BARRERA', 'JOSÉ ALFREDO MARÍN LOZANO y otras firmas\xa0ilegibles.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.0,19.0
68,PL244-22,PL-244 Homenaje a los 200 Años del Municipo de Salamina - Caldas,"['H.S: GUIDO ECHEVERRI PIEDRAHITA', 'JUAN FELIPE LEMOS', 'JUAN PABLO GALLO', 'JUAN SAMY MERHEG', 'HUMBERTO DE LA CALLE LOMBANA', 'MARCO DANIEL PINEDA GARCIA.\r\n: JUANA CAROLINA LONDOÑO', 'JUAN SEBASTIAN GOMEZ G', 'WILDER IBERSON ESCOBAR', 'SANTIAGO OSORIO MARIN', 'JOSE OCATAVIO CARDONA LEON', 'NORMAN', 'DAVID BAÑOL.']",Proyecto de ley,2022-2023,2022 - 2026,ley,0.4166666666666667,12.0
69,PL243-22,PL-243 Reducción de riesgos y daños en el consumo de sustancias,"['JORGE ENRIQUE BENEDETTI MARTELO', 'JULIÁN GALLO CUBILLOS', 'ALEXANDER LÓPEZ MAYA', 'SOR BERENICE BEDOYA PÉREZ', 'ALFREDO RAFAEL DELUQUE ZULETA;  DANIEL CARVALHO MEJÍA', 'JUAN CARLOS LOZADA VARGAS.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.42857142857142855,7.0
70,PL242-22,PL-242 Regulan los productos de tabaco calentado,['JORGE ENRIQUE BENEDETTI MARTELO.'],Proyecto de ley,2022-2023,2022 - 2026,archivado,-1.0,1.0
71,PL241-22,PL-241 VIOLACIÓN A LA INTIMIDAD PERSONAL,['Honorable Senadora: ANA MARÍA CASTAÑEDA GÓMEZ.'],Proyecto de ley,2022-2023,2022 - 2026,archivado,-1.0,1.0
72,PL240-22,PL-240 Comision de Paz y Posconflicto,"['Honorables Senadores: BERENICE BEDOYA PEREZ', 'GLORIA INES FLOREZ SCHNEIDER', 'PAULINO RIASCOS RIASCOS', 'HUMBERTO DE LA CALLE', 'OMAR DE JESUS RESTREPO CORREA y otras firmas no legibles.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,1.0,5.0
73,PL239-22,PL-239 Consentimiento para el Matrimonio,"['Honorables Senadores: HONORIO MIGUEL HENRIQUEZ PINEDO', 'ANGELICA LOZANO CORREA', 'ENRIQUE CABRALES BAQUERO.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,-0.3333333333333333,3.0
74,PL238-22,PL-238 Permuta de bienes inmuebles de propiedad privada afectados por los delitos de invasión de tierras,"['Honorables Senadores: PALOMA VALENCIA LASERNA', 'MIGUEL URIBE TURBAY', 'ANDRES FELIPE GUERRA HOYOS', 'CIRO ALEJANDRO RAMÍREZ', 'PAOLA ANDREA HOLGUIN MORENO.\r\nHonorables· Representantes: JOSEÉ JAIME USCÁTEGUI PASTRANA', 'CHRISTIAN GARCES ALJURE', 'YENICA SUGEIN ACOSTA INFANTE', 'MIGUEL POLO POLO', 'YULIETH SÁNCHEZ CARREÑO', 'JUAN ESPINAL RAMIREZ.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,-0.8181818181818182,11.0
75,PL237-22,PL-237 Política de estado Matrícula Cero,"['Honorables Senadores: ESTEBAN QUINTERO CARDONA', 'CIRO ALEJANDRO RAMÍREZ CORTÉS.\r\nHonorables Representantes: YULIETH SÁNCHEZ CARREÑO', 'EDUARD ALEXIS TRIANA RINCÓN', 'JUAN ESPINAL RAMIREZ', 'VLADIMIR OLAYA MANCIPE', 'CHRISTIAN GARCÉS', 'OSCAR DARIO PÉREZ y otras firmas ilegibles.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,-1.0,8.0
76,PL236-22,PL-236 Autosuficiencia energetica del País,"['Honorables Senadores: PAOLA ANDREA HOLGUIN MORENO', 'ESTEBAN QUINTERO CARDONA', 'CIRO ALEJANDRO RAMÍREZ CORTÉS.\r\nHonorables Representantes: JUAN ESPINAL RAMIREZ', 'MIGUEL POLO POLO', 'MAURICIO PARODI DIAZ', 'OSCAR VILLAMIZAR MENESES', 'CARLOS EDWARD OSORIO', 'MARELEN CASTILLO TORRES', 'VLADIMIR OLAYA MANCIPE', 'JUAN FELIPE CORZO ALVAREZ', 'CHRISTIAN GARCES ALJURE', 'YULIETH SÁNCHEZ CARREÑO', 'ERIKA SANCHEZ PINTO', 'JOSÉ JAIME USCÁTEGUI PASTRANA', 'OSCAR DARÍO PÉREZ y otras firmas ilegibles.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,-0.875,16.0
77,PL235-22,PL-235 Convención interamericana contra el racismo la discriminación racial y formas conexas de intolerancia,['Ministro del interior: HERNANDO ALFONSO PRADA GIL\r\nMinistro de relaciones exteriores: ALVARO LEYVA DURAN'],Proyecto de ley,2022-2023,2022 - 2026,archivado,-1.0,1.0
78,PL234-22,PL-234 Convención interamericana contra toda forma de discriminación e intolerancia,['Ministro del interior: HERNANDO ALFONSO PRADA GIL\r\nMinistro de Relaciones Exteriores:  ALVARO LEYVA DURAN'],Proyecto de ley,2022-2023,2022 - 2026,archivado,-1.0,1.0
79,PL233-22,PL-233 Financiamiento del deporte,"['ANTONIO JOSÉ CORREA JIMÉNEZ', 'JUAN FELIPE LEMOS URIBE', 'JULIO ELÍAS CHAGUI FLÓREZ', 'ALFREDO RAFAEL DELUQUE ZULETA y otras firmas ilegibles.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.0,4.0
80,PL232-22,PL-232 Justicia eficaz,['H..S DAVID LUNA SÁNCHEZ.'],Proyecto de ley,2022-2023,2022 - 2026,archivado,-1.0,1.0
81,PL231-22,PL-231 Servicio público domiciliario esencial de gas natural en nuevas viviendas de interés social VIS y viviendas de interés prioritario VIP,"['Honorables Senadores: ARTURO CHAR CHALJUB', 'CARLOS ABRAHAM JIMÉNEZ', 'JORGE BENEDETTI MARTELO', 'JOSÉ LUIS PÉREZ OYUELA', 'Honorables Representantes :ADRIANA CAROLINA ARBELAEZ GIRALDO', 'BETSY JUDITH PÉREZ ARANGO', 'GERSEL LUIS PÉREZ ALTAMIRA', 'HERNANDO GONZÁLEZ', 'JAIRO HUMBERTO CRISTO CORREA', 'JAVIER ALEXANDER SÁNCHEZ REYES', 'JORGE MÉNDEZ HERNÁNDEZ', 'LINA MARÍA GARRIDO MARTÍN', 'MAURICIO PARODI DÍAZ', 'NESTOR LEONARDO RICO RICO', 'OSCAR RODRIGO CAMPO HURTADO', 'SANDRA MILENA RAMIREZ CAVIEDES', 'VICTOR ANDRÉS TOVAR TRUJILLO', 'JAIME RODRÍGUEZ CONTRERAS', 'MODESTO ENRIQUE AGUILERA VIDES.']",Proyecto de ley,2022-2023,2022 - 2026,objetado,-1.0,19.0
83,PL229-22,PL-228 Despolarizacion y pluralismo politico,"['Honorables Senadores: CLARA EUGENIA LÓPEZ OBREGÓN', 'JAEL QUIROGA CARRILLO', 'CESAR AUGUSTO PACHÓN ACHURY.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,1.0,3.0
84,PL228-22,PL-228 PAE,"['Honorable  Senadores:ARTURO CHAR CHALJUB', 'CARLOS ABRAHAM JIMENEZ', 'JORGE BENEDETTI MARTELO', 'JOSE LUIS PEREZ OYUELA', 'DIDIER LOBO CHINCHILLAICIO PARODI DIAZ', 'JAIME RODRIQUEZ CONTRERAS Y MODESTO ENRIQUE AGUILERA VIDES.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,-1.0,6.0
85,PL227-22,PL-227 Consumo basico de los servicios públicos,['Honorable Senador: MIGUEL ANGEL BARRETO CASTILLO'],Proyecto de ley,2022-2023,2022 - 2026,archivado,0.0,1.0
86,PL226-22,PL-226 Pasivos Ambientales,"['Honorables Senadores: ANGÉLICA LISBETH LOZANO CORREA', 'ANTONIO SANGUINO PÁEZ', 'TEMISTOCLES ORTEGA NARVAEZ', 'GUILLERMO GARCÍA REALPE', 'JORGE EDUARDO LONDOÑO ULLOA', 'IVÁN MARULANDA GÓMEZ', 'LEONIDAS NAME IVÁN \r\nHonorable Representante: LUCIANO GRISALES LONDOÑO.']",Proyecto de ley,2022-2023,2022 - 2026,ley,1.0,2.0
87,PL225-22,PL-225 Trabajador Bananero,"['Honorables Representantes: JOHN JAIRO ROLDAN AVENDAÑO', 'JULIÁN PEINADO RAMÍREZ', 'CARLOS JULIO BONILLA SOTO', 'HARRY GIOVANNY GONZÁLEZ GARCÍA', 'HERNÁN GUSTAVO ESTUPIÑAN CALVACHE', 'SILVIO JOSÉ CARRASQUILLA TORRES', 'KELYN JOHANA GONZÁLEZ DUARTE', 'ELIZABETH JAY-PANG DÍAZ', 'JEZMI LIZETH BARRAZA ARRAUT', 'HERNANDO GUIDA PONCE', 'FLORA PERDOMO ANDRADE.']",Proyecto de ley,2022-2023,2022 - 2026,ley,0.0,8.0
88,PL224-22,PL-224 Perros guia,"['Honorable Senadora: MARIA DEL ROSARIO GUERRA DE LA ESPRIELLA \r\nHonorable Representante: MARGARITA MARÍA RESTREPO ARANGO', 'ENRIQUE CABRALES BAQUERO', 'EDWIN GILBERTO BALLESTEROS ARCHILA', 'HERNÁN HUMBERTO GARZÓN RODRÍGUEZ', 'RUBÉN DARÍO MOLANO PIÑEROS', 'GUSTAVO LONDOÑO GARCÍA', 'JOSÉ ELIÉCER SALAZAR LÓPEZ']",Proyecto de ley,2022-2023,2022 - 2026,archivado,-0.5,2.0
